ENDERECO_ID¬PRB_UTIL_MEAN_DL_NUM¬PRB_UTIL_MEAN_DL_DEN
ACMLTO0001¬4242.86¬60
ACPCY_0004¬750.12¬58.93
ACPCY_0005¬1427.14¬60
ACRBO_0013¬797.62¬60
ACRBO_0061¬149.27¬4
ACSRSA0001¬813.81¬60
ALAIR_0044¬79.63¬4
ALAIR_0009¬2903.77¬57.25
ALAIR_0015¬2540.94¬71.5
ALAIR_0047¬2646.88¬50
ALFXS_0002¬137.61¬4
ALMCO_0020¬1640.55¬66.67
ALMCO_0009¬1015.98¬68.75
ALMCO_0017¬1100.94¬70.45
ALMCO_0018¬1508.19¬75
ALMCO_0024¬65.92¬4
ALMCO_0031¬2657.03¬66.67
ALMCO_0038¬165.38¬4
ALMCO_0051¬117.31¬4
ALMCO_0057¬763.78¬69.44
ALMCO_0069¬225.74¬4
ALMCO_0084¬1261.89¬57.25
ALMCO_0094¬80.96¬4
ALMCO_0122¬2444.26¬62.5
ALMCO_0142¬872.31¬50
ALMCO_0191¬1902.93¬50
ALMBO_0001¬2434.6¬51.33
ALMCO_0229¬106.71¬4
ALMCO_0286¬1768.68¬62.5
ALMGR_0002¬174.71¬4
ALPEG_0002¬121.81¬4
ALRGO_0002¬1177.55¬66.13
AMCGW_0001¬344.76¬60
AMCVZ_0003¬2463.1¬59.57
AMCRI_0002¬1798.52¬59.9
ALSJJ_0001¬133.39¬4
ALSLQ_0001¬145.31¬4
ALSYM_0001¬2561.29¬62.5
ALTQD_0002¬436.29¬50
AMATK_0001¬39.36¬4
AMBDE_0001¬193.21¬4
AMEIE_0001¬283.62¬4
AMJPU_0002¬512.38¬60
AMJRA_0001¬12.35¬4
AMLEA_0001¬132.37¬4
AMMNS_0003¬2126.67¬60
AMMNS_0040¬162.16¬3.95
AMMNS_0016¬1152.71¬59.83
AMMNS_0018¬1522¬48.8
AMMNS_0024¬2433.65¬60
AMMNS_0032¬1974.64¬60
AMMNS_0049¬2035.83¬60
AMMNS_0058¬3057.02¬60
AMMNS_0059¬1444.48¬59.03
AMMNS_0060¬2424.29¬60
AMMNS_0065¬2020.71¬60.02
AMMNS_0089¬1828.93¬60
AMMNS_0090¬3081.51¬59.86
AMMNS_0092¬1914.86¬58.07
AMMNS_0094¬2502.74¬60
AMMNS_0103¬1714.52¬60
AMMNS_0148¬90.42¬4
AMMNS_0149¬2765.71¬60
AMMNS_0154¬1946.03¬60
AMMNS_0164¬1850¬60
