ENDERECO_ID¬AFET_UTILIZACAO
BASDR_1062¬0.375
PRCSC_0001¬1
GOGNA_0011¬1
RJSMI_0003¬1
PRCTA_0209¬0.875
PRMGA_0087¬0.75
CEFLA_0758¬0.5
SPSZN_0001¬0.375
MGBHE_0276¬0.125
BASDR_0800¬0.25
PRGRP_0005¬1
MGBHE_1100¬1
PRSJP_0100¬0
BASDR_0785¬0.375
BASDR_0443¬1
SPSBO_0274¬0.75
SCFNS_0045¬1
MGBHE_1328¬1
MGBHE_0152¬0.625
SPSJC_0233¬0.25
¬1
MGBHE_0049¬0.75
CEFLA_0723¬0.25
RJDQX_0018¬0.375
RJIZA_0002¬1
SPPAA_0027¬1
SPARQ_0023¬0
PABLM_0146¬0.625
SPBRS_0002¬0.375
BASDR_0137¬0
SPSCL_0041¬0
PRPGO_0106¬1
PRCSC_0014¬1
SPAMR_0027¬0.25
SPSPO_0541¬1
CEFLA_0275¬1
MGBHE_1389¬0.5
SEAJU_0138¬0.75
SPSPO_13247¬0.125
RJRJO_8559¬0.125
SCFNS_0764¬1
SPDDA_0786¬1
GOGNA_0364¬0.25
SPJAI_0008¬1
PABLM_0255¬0.25
RJBERO0018¬1
BAFSA_0061¬1
MGSLU_0003¬1
MSCPE_0045¬0.25
MASLS_0007¬0.625
SPOCO_0254¬0
PRCSC_0013¬0.875
RSRGR_0004¬0.625
SPSRR_0042¬0.75
BAIRE_0001¬0.875
PERCE_0455¬1
RJRJO_1095¬1
SPSOC_0016¬0.125
MGPCS_0007¬1
RSCAN_0011¬0.125
PRMGA_0086¬1
AMMNS_0164¬0.5
SPARQ_0008¬0
MGBHE_0043¬0
PEPUI_0011¬1
AMMNS_0024¬1
SPCAS_0182¬0
CEFLA_0123¬0.375
DFBSA_1597¬0.875
RJRJO10300¬0.875
DFBSA_1516¬0.5
MGBET_0013¬0.875
MGURA_0050¬0.875
CECUC_0018¬0.375
MGBHE_1016¬1
RJRJO_9134¬1
CEFLA_0649¬0.125
RJRJO_0810¬0.25
TOPMJ_0009¬1
GOGNA_0565¬0.75
MGSBA_0006¬0.875
DFBSA_1505¬0.25
GOGNA_0386¬0.375
PRMGA_0004¬0.125
SPBERT0034¬0.125
SPCIV_0078¬0.75
RSPAE_0042¬1
GOGNA_0016¬0.625
RNPWM_0020¬1
PRLDA_0198¬1
SCBCU_0015¬1
RSCAN_0004¬0.875
CEFLA_0743¬0.125
RJARBU0002¬0.25
SPTTE_0003¬0.125
SPBRS_0001¬0.625
BASDR_0108¬0.5
GOGNA_0072¬1
PBJPA_0125¬1
SPPGE_0028¬0.25
RJARBU0009¬0.375
DFBSA_1582¬1
RRBVA_0008¬0.125
RJNIU_0165¬1
MGBET_0111¬1
SPBRE_0010¬0.75
RRBVA_0016¬0.25
BASDR_0196¬1
GOGNA_0456¬0.375
SPOCO_0043¬0.5
PABLM_0134¬0.75
BASDR_0713¬0.375
TOPMJ_0028¬0.875
MGBHE_0998¬0.875
MGBHE_0243¬0.125
BAFSA_0005¬0.25
MTCBA_0019¬1
SPCIV_0016¬1
PBJPA_0120¬1
PRCTA_0421¬1
RSGTI_0007¬0.625
GOACG_0023¬0.5
SPPGE_0034¬0.5
RJNRI_0128¬0.25
RJRIOS0006¬1
SPSPO_4006¬1
SCNVG_0001¬1
SPARQ_0049¬0
SPMCZ_0060¬0
ALMCO_0057¬0.25
RSNHO_0014¬0.875
BASDR_0886¬0.25
SPMMM_0001¬0.625
GOGNA_0073¬1
PABLM_0037¬0.875
RSVAO_0792¬0.625
AMMNS_0090¬0.875
SPSPO14425¬0.5
PABLM_0263¬1
RSCAN_0074¬0.375
SPMGG_0005¬0.875
SCGRB_0005¬0.5
PRFOZ_0040¬1
RJPTS_0020¬0.625
PRCBX_0032¬1
PACAH_0003¬1
SPCOA_0002¬0.625
GOGNA_0127¬0.75
SPSPO_0251¬1
DFBSA_0072¬0.375
PRGRP_0003¬1
SPOCO_0014¬0.5
AMMNS_0355¬0
MSCPE_0033¬0.5
RJSGO_0119¬1
MGSLU_0017¬0.875
MGBHE_0153¬1
MGBHE_1327¬0
SPARC_0044¬0
MGULA_0053¬0.75
SPBRE_0906¬0.75
SPCAS_0384¬1
SPSTS_0060¬0.375
SPSTS_0029¬0.625
BASDR_1055¬1
BASMF_0016¬1
BASDR_0126¬0
MGJFA_0013¬0.875
DFBSA_1540¬0.75
DFBSA_1589¬0.875
GOGNA_0584¬0.875
CEFLA_0298¬0.25
SPSPO12319¬1
MGURA_0102¬0.125
MGURA_0003¬0.875
DFBSA_0186¬0.875
PABLM_0171¬0.25
PERCE_0187¬1
SPSPO_0473¬0.25
PRCTA_0073¬0.125
SCIAI_0016¬0.75
AMMNS_0059¬1
RSRGR_0055¬1
CEJNE_0007¬1
SPCAS_0381¬1
MGBHE_0106¬1
RJRJO_1069¬1
MGBHE_0139¬0.75
RJRJO_8595¬1
PRCTA_0429¬1
PRCTA_0159¬0.25
RJRJO_1079¬1
GOGNA_0039¬0.75
SPSPO_1048¬0.125
SPSPO_1118¬0.375
GOGNA_0134¬0.875
SPSPO_2869¬1
SPSPO12011¬1
SPSPO_1183¬0.125
SPSPO_0213¬1
MASLS_0024¬0.625
MSCPE_0023¬0
SPSPO_3928¬1
SPSPO12189¬1
DFBSA_0672¬0.125
MGBHE_0057¬0.75
RJRJO_1094¬1
MTCBA_0018¬1
SPSPO_0702¬1
RJRJO_8416¬1
BASDR_0054¬0.5
SPSPO14519¬1
DFBSA_0182¬0.875
SPSPO_3757¬1
SPSPO_1123¬1
GOGNA_0443¬0.5
SPSPO12291¬1
SPSPO_3884¬0.625
SPSPO_0441¬0.75
MGBHE_0248¬1
MGBHE_0063¬0.125
SPSPO_1071¬0.75
SPSPO_0094¬0.75
RJRJO_0122¬0.625
RJRJO_3227¬0
SPSPO12101¬0.125
SPSPO_0986¬0.25
SPSPO_1230¬1
SPSPO13926¬1
SPSPO_1622¬1
BASDR_0085¬0.875
SPSPO_3886¬1
CEFLA_0665¬1
DFBSA_0769¬1
PRCTA_0155¬1
RJRJO_2052¬0.125
RJRJO_0142¬0
PRCTA_0169¬0.875
DFBSA_1288¬0.875
SPSPO_1104¬1
SPSPO_0270¬0.25
RJRJO_2078¬1
SPSPO_1064¬1
SPSPO_0494¬0.875
RJRJO_2921¬1
MGBHE_0009¬1
MASLS_0095¬0.75
RJRJO_0266¬0.125
CEFLA_0093¬1
RJRJO_1930¬0
MGBHE_0007¬0.375
MGBHE_0125¬1
SPSPO_0743¬0.875
SPSPO12265¬0.375
SPSPO_3837¬0.5
SPSPO_4328¬0.125
SPSPO_0359¬1
SPSPO12126¬0.375
PRCTA_0672¬1
SPSPO_1079¬0.875
DFBSA_0768¬0.25
SPSPO12363¬0.5
SPSPO_2994¬0.875
DFBSA_0356¬0
SPSPO_0238¬1
SPSPO11942¬0.5
SPSPO12368¬0.5
PERCE_0189¬1
RJRJO_9991¬1
RJRJO_0075¬0.5
SPSPO_0476¬0.875
SPSPO12056¬0.875
SPSPO12372¬0.5
MGBHE_0108¬1
PERCE_0133¬1
SPSPO13615¬1
RJRJO_0336¬0.125
RJRJO_0188¬1
RJRJO_0135¬0.25
RJRJO_0413¬1
RJRJO_0469¬0.25
RJRJO_0275¬1
SPSPO12159¬1
SPSPO11931¬0.75
SPSPO_8042¬1
SPSPO12022¬0.375
SPSPO_0320¬0.75
SPSPO_1060¬1
SPSPO12353¬0.375
SPSPO_0135¬0.125
BASDR_0075¬1
PITSA_0022¬0.75
RJRJO_9376¬1
SPSPO12320¬1
SPSPO_0462¬0.5
PRCTA_1058¬1
RJRJO_0174¬1
RJRJO_0477¬0
RJRJO_0107¬0.125
GOGNA_0115¬0.875
SPSPO_0313¬0.75
RJRJO_0426¬0.375
SPSPO_1050¬0.5
SPSPO_0503¬0.5
PRCTA_0227¬0.375
RJRJO_2947¬0
MGBHE_0111¬1
SPSPO12177¬0.625
PRCTA_0029¬1
SPSPO_0067¬1
SPSPO13851¬0.25
PRCTA_0401¬0.875
SPSPO_0886¬1
SPSPO_0188¬0
PRCTA_0362¬1
RJRJO_2913¬0.75
RJRJO_0598¬1
PRCTA_0018¬0.125
RSPAE_0016¬1
RJRJO_0527¬0.875
RSPAE_0128¬0.125
PBJPA_0193¬0
CEFLA_0425¬0.75
AMMNS_0032¬0.375
DFBSA_0740¬0
DFBSA_0131¬0.875
SPCAS_0111¬0
RJSGO_0017¬1
RJSGO_0003¬1
SPCAS_0006¬0
SPSBO_1058¬1
DFBSA_0179¬0.75
