ENDERECO_ID	lat	long
MTCBA_1639	-15	-56
MTCBA_1641	-15	-56
MTCBA_1618	-15	-56
MTCBA_1658	-15	-56
MTCBA_1660	-15	-56
MTCBA_1667	-15	-56
MGFEA_0426	-20.251589	-49.167108
MSNAAD0099	-21	-54
MSTRN_0114	-20	-54
SPUHA_0066	-20.952592	-49.176778
SPUHA_0068	-20.9862	-49.212872
SPUHA_0069	-21.01985	-49.169725
RSTUI_0591	-29.79561	-51.86622
RSTSS_0691	-29.51492	-50.77976
RSVLF_0703	-28.85308	-51.5548
RSIQI_0278	-29.22746	-56.35635
RSSCR_0789	-29.70152	-52.43525
MGNLA_0627	-19.994569	-43.872569
ESAHE_0091	-20.801311	-40.599431
ESIEM_0099	-20.88845	-40.9919
ESIUN_0074	-20.4624	-41.5944
ESMIL_0112	-21.12645	-41.2836
ESRVL_0078	-20.87015	-40.89685
ESVGT_0128	-20.677175	-41.005019
ESVNI_0081	-20.33375	-41.161
ESVNI_0083	-20.307978	-41.137214
ESVNI_0082	-20.334772	-41.130125
PRCTA_0358	-25.463056	-49.261111
SPSTS_0081	-23.956136	-46.32775
SPSOC_0392	-23.486039	-47.543711
SPTUM_0272	-22.746389	-50.576667
SPTTI_0282	-23.333081	-47.849514
SPTTI_0285	-23.351961	-47.846403
SPTTI_0286	-23.2875	-47.807778
SPTTI_0287	-23.378606	-47.793147
SPTTI_0288	-23.340247	-47.827167
SPTIE_0268	-23.093419	-47.699225
SPTPL_0265	-21.388775	-51.576267
SPTPL_0267	-21.384731	-51.569639
SPVAP_0274	-21.326786	-50.949081
SPVAP_0275	-21.225336	-50.865919
SPCPB_0282	-23.986972	-48.345667
BASDR_0222	-12.977778	-38.491111
SPARC_0332	-21.065553	-50.36895
SPIGA_0304	-23.572333	-48.019222
SPIVA_0286	-23.979808	-48.885025
SPVOM_0290	-23.549444	-47.465833
SPVOM_0291	-23.542278	-47.448258
SPVOM_0292	-23.595833	-47.435833
SPVOM_0293	-23.536389	-47.44
ESSMT_0043	-18.978417	-39.740056
ESSMT_0044	-18.875911	-39.944581
SPTNH_0002	-22.4178	-48.177228
SPBRU_0948	-22.369408	-49.033033
SPBRU_0950	-22.302061	-49.067747
SPBRU_0952	-22.328592	-49.118439
SPBRU_0947	-22.320361	-48.982231
SPBRU_0951	-22.32895	-49.086886
SPBTU_0487	-22.771203	-48.390117
SPBTU_0482	-22.878336	-48.431392
SPPTK_0212	-22.633333	-50.204444
SPSTR_0221	-22.747756	-49.738156
SPTIA_0215	-23.898194	-47.519833
SPTQB_0213	-23.531389	-49.244722
SPTQB_0214	-23.544944	-49.248639
SPTUP_0221	-21.94	-50.514167
SPTUP_0222	-21.928944	-50.513833
SPTUP_0226	-22.081394	-50.541342
SPTUP_0223	-21.905111	-50.602428
SPUIJ_0222	-22.526028	-49.663639
SPAVR_0239	-22.9584	-48.863875
SPAVR_0238	-22.980861	-48.778767
SPAVR_0241	-23.116872	-48.929272
SPOLA_0239	-20.735044	-49.075486
SPPPM_0221	-23.468694	-48.776861
SPPDR_0238	-22.346472	-48.766833
MGGUT_0002	-19.21175	-49.769667
SPGTA_0009	-22.794472	-45.211389
PEGUS_0021	-8.879806	-36.485556
MGGVS_0035	-18.849806	-41.967722
RJGUPM0007	-22.5075	-42.961667
MGGVS_0016	-18.831692	-41.935075
TOGUR_0008	-11.726222	-49.07675
RSGTI_0005	-29.944028	-50.901806
MTGGA_0001	-16.347528	-53.765083
PEGUS_0004	-8.888611	-36.471111
MGNNE_0001	-17.845833	-40.353806
RSGTI_0004	-29.955343	-51.011887
RSGTI_0018	-29.927534	-50.928757
SPGTA_0004	-22.793639	-45.191944
MAGVNF0003	-2.151167	-45.731917
PRGRP_0015	-25.37049	-51.341921
PRGRP_0021	-25.391667	-51.491667
RJGUPM0003	-22.506556	-42.992861
RJGUPM0024	-22.531361	-42.992889
TOGUR_0010	-12.348411	-49.054108
PEGUS_0018	-8.880556	-36.471694
SPGTA_0010	-22.802444	-45.196028
PRGRP_0020	-25.379056	-51.448083
ESGUU_0003	-20.7756	-41.705
MGGVS_0006	-18.832194	-41.894
PRGRU_0004	-25.904228	-48.925892
PEGVT_0003	-8.195278	-35.553889
PEGVT_0013	-8.200556	-35.568306
ROGUM_0328	-10.768111	-65.31325
RJGUPM0002	-22.551	-42.985028
TOGUR_0012	-11.737528	-49.064056
TOGUR_0013	-11.727944	-49.084056
TOGUR_0014	-11.713083	-49.054111
TOGUR_0016	-11.746778	-49.075056
TOGUR_0015	-11.730444	-49.114306
PEGUS_0012	-8.889444	-36.483611
PRGUAM0006	-25.194038	-50.810719
TOGUI_0373	-8.947083	-48.498833
PEGVT_0020	-8.195111	-35.556556
SPTTI_0291	-23.342086	-47.873836
SPVOM_0298	-23.541333	-47.419361
RSGTI_0041	-29.936311	-50.953317
RSGTI_0042	-29.956861	-51.060194
DFBSA_0678	-15.826306	-47.952639
PRGRU_0005	-25.866744	-48.945973
RSGTI_0016	-29.950687	-50.973255
MGBHE_0755	-19.967778	-43.954722
RJRJO_3336	-22.904167	-43.175
RSPAE_0451	-30.028611	-51.23
ESACZ_0034	-19.751972	-40.044333
ESCCA_0055	-20.343806	-40.395806
ESCCA_0064	-20.3375	-40.397222
ESCCA_0049	-20.336444	-40.361444
RJNRI_0068	-22.891861	-43.120444
MSCPE_0165	-20.482778	-54.601389
SPBRU_0060	-22.326389	-49.062222
SPRPO_0147	-21.185833	-47.807222
SPSRR_0075	-20.826528	-49.394361
SPSJC_0208	-23.190278	-45.8875
SPSPO_4779	-23.646806	-46.717333
SPSOC_0079	-23.5025	-47.458611
BASDR_0143	-12.951611	-38.39525
SPGTA_0806	-22.790194	-45.171417
RJGUPM0341	-22.519861	-42.999833
MGGVS_0030	-18.8785	-41.964278
MGGVS_0193	-18.860806	-41.948417
MAGVNF0008	-2.123056	-45.882222
PRGRC_0016	-22.911139	-52.766694
RSGTI_0049	-29.942091	-50.901521
SPGTA_0605	-22.775139	-45.137333
RJGUPM0203	-22.6559	-43.003661
RJGUPM0204	-22.531722	-42.993361
PRGRP_0010	-25.425967	-51.662959
RSGTI_0007	-29.90313	-51.024936
RSGUB_0007	-30.151833	-51.338722
PEGVT_0001	-8.194444	-35.509167
SPGTA_0002	-22.790264	-45.170786
SCIAI_0013	-28.254722	-50.300014
CEICO_0003	-6.396083	-38.854306
CEIAU_0005	-6.354278	-39.294194
SPHORT0047	-22.885192	-47.159556
SPITA_0011	-22.967361	-46.726806
PBPUX_0001	-6.600056	-37.615528
ALPYH_0004	-9.482389	-37.667722
CEICO_0006	-6.221083	-38.671222
MGGPE_0001	-21.305972	-46.720861
MGIBY_0002	-19.595083	-46.490639
MGIBTU0002	-15.589944	-44.095111
MGIIE_0003	-19.992222	-44.091111
MGIPBA0001	-19.415333	-42.416472
MGIBA_0003	-19.620111	-43.231019
MGITC_0001	-18.026111	-41.660639
MGIAV_0001	-22.765278	-46.211889
MGIAN_0005	-20.076389	-44.577222
BAIBH_0002	-16.562778	-39.553083
PRIAS_0001	-22.739142	-52.884171
PRGDM_0001	-24.189067	-51.922652
PRICM_0001	-23.396113	-53.621683
SPPRC_0001	-23.061	-46.357639
SPCTH_0001	-20.869944	-51.490972
SPCHV_0001	-23.038028	-49.704306
GOICI_0001	-14.9595	-49.552972
RSIBR_0004	-28.604833	-53.335611
RSIBD_0005	-29.964666	-50.123611
RSIBD_0001	-29.929591	-50.103681
RSIAY_0001	-27.198151	-53.255871
RSIAY_0003	-27.210762	-53.259863
SPARH_0001	-21.190056	-48.787667
PECHH_0001	-8.876472	-36.194583
SPHED_0001	-22.003222	-50.393667
SPHORT0004	-22.8775	-47.248917
SPHORT0003	-22.8755	-47.201333
SPHORT0001	-22.901417	-47.197861
SPIBL_0002	-23.779806	-45.353444
SPIBL_0003	-23.889611	-45.451
SPIBL_0001	-23.826417	-45.376028
SPIPR_0001	-21.565958	-51.348956
RNNTL_0019	-5.779444	-35.197806
RNNTL_0018	-5.814444	-35.209472
RJRJO_0519	-22.997222	-43.346667
RNJIS_0001	-6.022278	-37.416056
SCIBAN0001	-27.181937	-51.233881
SCIEK_0001	-27.096102	-51.361346
SCIMU_0001	-27.496437	-49.422965
SCIAI_0005	-26.904976	-48.668837
SCIAI_0011	-26.908	-48.675306
SCIAI_0007	-26.902302	-48.683127
SCIAI_0019	-26.925007	-48.682009
SCIAI_0014	-26.907502	-48.655848
SCIAI_0003	-26.908658	-48.662565
SCIAI_0006	-26.930683	-48.636891
SCPOAN0001	-27.164611	-50.462874
PAIAB_0003	-4.253064	-55.989722
PAIAB_0004	-4.27575	-56.0025
PAIAB_0002	-4.269528	-55.981917
PAIAB_0001	-4.266861	-55.992444
PBIYN_0001	-7.316667	-35.343056
PEPIM_0002	-8.093056	-39.579444
SPITA_0001	-23.053361	-46.874667
SPITA_0002	-22.964528	-46.845444
SPITA_0010	-22.962694	-46.883917
SPITA_0005	-23.026472	-46.725611
SPITA_0004	-23.006333	-46.771694
SPITA_0013	-23.003806	-46.818194
SPITA_0008	-23.008361	-46.854028
SPITA_0006	-23.006444	-46.836194
SPITA_0003	-22.982083	-46.8195
SPSPO_0952	-23.619778	-46.699639
ALMCO_0034	-9.614444	-35.738333
SCIMA_0006	-28.241389	-48.67
AMHUT_0006	-2.155278	-65.915556
MGIGR_0003	-20.445667	-44.570806
MGIAT_0002	-20.211389	-44.418083
MGIAT_0003	-20.14075	-44.397722
SPSEW_0001	-21.460833	-48.395
MGBJG_0001	-19.83125	-42.322944
RSIBR_0001	-28.633888	-53.094686
SPHLBA0001	-22.632889	-47.053667
SCIAI_0009	-26.942222	-48.713333
SPAGT_0001	-21.942333	-46.720194
PAIGC_0002	-1.127406	-47.625586
PEIIM_0001	-8.537222	-37.691694
PIHUN_0001	-5.990222	-42.556861
SPITA_0009	-23.090639	-46.85
SPIBN_0008	-23.775833	-47.212778
CEIAU_0002	-6.376667	-39.116944
PERCE_0009	-8.119167	-34.945694
PECHH_0002	-8.820306	-36.229889
PBSTH_0001	-6.721722	-38.640222
PEIBX_0001	-7.404358	-35.114664
SCIAI_0053	-26.920278	-48.663861
CEFLA_0603	-3.734694	-38.535472
SPSPO_8211	-23.51175	-46.023667
SPCHQ_0625	-22.51392	-47.77241
SPAMR_1038	-22.7327	-47.347219
SPHORT0894	-22.885194	-47.159556
SPGAPE0005	-21.759639	-48.40025
BAABR_0002	-13.252194	-41.66675
SCIAI_0068	-26.8875	-48.700333
MGGPE_0002	-21.268889	-46.715833
MGIBA_0004	-19.81	-43.173611
AMMNS_0177	-3.102722	-60.004194
MGBII_0001	-15.622778	-46.424972
SPIAQ_0086	-23.478306	-46.362056
PBIIW_0001	-7.496806	-38.404583
MGIBTU0001	-15.590833	-44.093889
MGIAN_0008	-20.075167	-44.580361
MGBHE_0172	-19.920556	-43.935278
PRIBT_0001	-23.850705	-50.189309
PBSXG_0001	-8.079722	-36.849722
PBPRK_0001	-7.696278	-37.083083
HD_PAR0001	2.36	48.915
ALCUI_0006	-9.981944	-36.225556
MGBHE_0227	-19.944722	-43.922306
RJRJO_0688	-22.944444	-43.181944
RJRJO_0687	-22.895556	-43.220556
RJRJO_0595	-22.955	-43.194444
BAICU_0007	-12.606639	-40.277222
BAIRE_0002	-14.431111	-39.279722
SPSPO12808	-23.605361	-46.676
SPSPO11854	-23.616081	-46.698367
MGBHE_0293	-19.922528	-43.94
SPABS_0025	-21.125	-48.183333
SPGAPE0008	-21.761389	-48.400833
SPHORT0010	-22.505889	-47.132111
SCIAI_0022	-26.890117	-48.719783
SCIAI_0001	-26.914056	-48.6585
DFBSA_0348	-15.796667	-47.893639
SPHORT0007	-22.900522	-47.198726
SPCAS_0117	-22.902111	-47.051389
ALPLC_0022	-10.0655	-36.69425
BAXXQ_0067	-10.824717	-42.729828
BAXXQ_0038	-10.820997	-42.721786
AMMNS_0635	-2.968017	-60.015053
AMMNS_0818	-3.135558	-59.965325
AMMNS_0819	-3.133889	-60.016667
AMMNS_0820	-3.078417	-59.938611
PITSA_0472	-5.0515	-42.751805
SCIAI_0050	-26.973278	-48.683639
MGYAU_0041	-19	-42
PRBLV_0017	-25.453494	-49.714258
PRIBT_0002	-23.918917	-50.208333
SPBRAL0001	-21.165389	-50.188167
MGBHE_1648	-19.912633	-43.940147
MGBHE_1489	-19.941478	-44.009628
MGCEO_0001	-21.110028	-45.828361
MGCVD_0001	-21.022083	-45.179306
SPIDP_0072	-19.979044	-50.290397
SPIRW_0073	-21.278389	-49.409639
RSXNLA0868	-29.79922	-50.04015
RSXNLA0870	-29.80762	-50.04003
SCCBW_0002	-26.97325	-48.683694
SEIJD_0002	-11.214167	-37.205
ESIIU_0370	-19.85556	-40.3875
MGICMS0001	-16.223611	-44.897194
SPSTAR0292	-21.011833	-50.443672
SPARC_0339	-21.050706	-50.518714
SPIER_0289	-23.772667	-49.275917
SPCHV_0235	-23.038028	-49.704306
SPIRS_0237	-22.869908	-49.163389
SPIAR_0239	-20.643856	-51.509114
MGIIE_0057	-20.006167	-44.071611
MGSRZE0002	-20.030339	-44.101661
MGIIE_0055	-20.005889	-44.088694
MGIPC_0002	-20.477694	-45.120472
MGCPT_0001	-20.621167	-47.058306
RSHVL_0002	-32.168889	-53.384917
SPHORT0046	-22.890778	-47.2275
PRHRS_0001	-26.142282	-52.389732
SPBSSS0001	-24.31742	-49.14371
SPBOW_0001	-22.273389	-50.5205
RSHVL_0001	-32.013705	-53.407303
SPAHU_0001	-22.294858	-51.384972
SPASPA0001	-20.160694	-50.727639
SPIRS_0001	-22.874778	-49.160694
SPIOCA0001	-24.641861	-48.839056
SPOLO_0001	-22.941972	-49.342639
SPPDRH0001	-22.813917	-50.791222
PEIIM_0003	-8.536389	-37.690833
HDHAIT0001	18.584333	-72.274806
MGIAT_0004	-20.259722	-44.420833
SCIMA_0010	-28.281694	-48.701222
SCIMA_0007	-28.209028	-48.701694
SCIAI_0017	-26.9675	-48.748333
PERCE_0065	-8.047222	-34.885556
PBJPA_0016	-7.111667	-34.821972
PBMHB_0001	-7.213889	-38.585583
SPCHQ_0001	-22.516778	-47.770222
SPHORT0002	-22.863222	-47.212333
CEICO_0007	-6.412028	-39.034361
CEICO_0004	-6.394306	-38.855667
CEIAU_0007	-6.412028	-39.034361
RSIAY_0002	-27.211806	-53.260667
SCHVD_0004	-27.184164	-51.492241
PAIAB_0007	-4.088083	-55.685444
CECUB_0002	-4.162722	-40.944472
SPCAS_0130	-22.979194	-47.104972
SPCAS_0127	-22.952	-47.183111
SPCAS_0134	-22.84475	-47.040389
SPCAS_0128	-22.853861	-47.103861
DFBSA_0337	-15.8	-47.863889
MGBHE_0294	-19.916417	-43.932444
PBMHB_0002	-7.213667	-38.587139
CEGAG_0004	-4.236944	-38.932528
MGIIE_0004	-19.9902	-44.05705
MGASL_0001	-18.079611	-44.274528
GOICK_0001	-14.100722	-46.634361
MGBRP_0001	-22.4708	-46.1498
MGBNDA0002	-16.986639	-46.001639
MGBBD_0001	-22.446639	-46.350944
MGBUS_0001	-17.867222	-44.154444
MGCOI_0001	-18.725278	-49.201389
RSHUA_0001	-27.564399	-53.968407
PEANH_0001	-8.489556	-36.058806
SPHORT0011	-22.864861	-47.216
SPHORT0009	-22.889667	-47.227444
SCIAI_0016	-26.907938	-48.695921
SCIAI_0010	-26.949555	-48.636367
TOICJ_0003	-8.389417	-47.770389
PAIGC_0001	-1.129389	-47.622222
PBIYN_0002	-7.33	-35.334472
SPITA_0012	-22.979083	-46.7675
SPITA_0447	-23.006639	-46.772944
PRCTA_0439	-25.433389	-49.303806
SPRPO_0102	-21.185306	-47.808278
SPSPO_3364	-23.551889	-46.660833
RSPAE_0285	-30.028583	-51.230167
MGULA_0107	-18.918056	-48.276111
MSCPE_0169	-20.451056	-54.588889
CEFLA_0559	-3.75275	-38.528472
SPSTS_0089	-23.945167	-46.556889
BASDR_0365	-12.979944	-38.450556
GOGNA_0175	-16.697222	-49.254333
MGBHE_0526	-19.939278	-43.927056
SCFNS_0264	-28.0015	-48.994
SCJVE_0177	-26.499861	-48.91075
PERCE_0288	-8.062861	-34.895
DFBSA_0656	-15.789694	-47.88675
SPCAS_0125	-22.903778	-47.057222
SPCAS_0126	-22.955972	-47.185472
DFBSA_0342	-15.787722	-47.882028
SPHORT0008	-22.885194	-47.159556
SCIAI_0056	-26.983944	-48.671667
SCIAI_0031	-26.895167	-48.7185
SCIAI_0137	-26.974139	-48.692611
SPCAS_0129	-22.955167	-47.080139
MGIAN_0011	-20.161944	-44.523889
DFBSA_0349	-15.753917	-47.889417
SPSPO_1171	-23.511056	-46.532
SPVOM_0297	-23.535372	-47.462928
RSHZA_0002	-27.629083	-54.306611
SCIAI_0028	-26.890036	-48.719806
SCIAI_0029	-26.890036	-48.719806
SCIAI_0096	-26.930278	-48.637028
SCIAI_0058	-26.944361	-48.639972
PRICM_0003	-23.394806	-53.618083
SCIAI_0030	-26.913904	-48.658648
BAIAM_0002	-15.155444	-40.754667
SCHVD_0002	-27.184806	-51.353889
SPHORT0006	-22.894	-47.176389
SPITA_0007	-23.023778	-46.819611
CEIAX_0002	-4.6845	-37.844583
SPHORT0403	-22.8586	-47.21447
PAIAB_0028	-4.265806	-55.989889
MGBHE_0925	-19.917528	-43.93225
PRBLV_0019	-25.469119	-49.638594
SCIAI_0002	-26.900858	-48.720985
PAIAB_0015	-4.245833	-55.985556
BAIAM_0003	-15.261417	-40.604528
SPSPO12494	-23.546917	-46.634083
SPIBL_0005	-23.859667	-45.4165
SPHORT0895	-22.89965	-47.20107
SEGYD_0001	-10.690083	-36.985583
RSIBD_0315	-29.894442	-50.083819
SCIMA_0272	-28.135472	-48.649361
SCIAI_0370	-26.925444	-48.671944
SCIAI_0144	-26.9075	-48.655583
MAHCS_0001	-2.604556	-43.468861
RSIBR_0063	-28.604833	-53.335611
RSIAY_0028	-27.210667	-53.258139
SCIAI_0100	-26.9455	-48.716289
MGIGR_0002	-20.33225	-44.462583
RSHZA_0001	-27.628725	-54.305894
SCHVD_0001	-27.174722	-51.493611
SCIMA_0004	-28.135472	-48.649361
SCIMA_0005	-28.236434	-48.664221
SCIAI_0020	-26.868916	-48.728572
SCIAI_0012	-26.935457	-48.643405
SPITA_0042	-22.969417	-46.841917
SPITA_0043	-23.007889	-46.772889
MGITM_0002	-19.739611	-50.191028
CEIGE_0002	-3.674444	-39.627806
MGIIG_0018	-19.463306	-42.530806
BAILH_0014	-14.798889	-39.034167
SPILHS0004	-20.398833	-51.33375
ESARV_0086	-18.986445	-40.960278
ESARV_0088	-18.957631	-41.034152
ESBXG_0127	-19.73094	-41.048676
ESBXG_0130	-19.546128	-40.885602
ESBXG_0233	-19.7458	-40.9961
ESBXG_0064	-19.560374	-40.851375
ESBDI_0142	-18.843849	-40.891021
ESBDI_0143	-18.510337	-40.773581
ESBDI_0223	-18.8243	-40.8494
ESBDI_0330	-18.58408	-40.86225
ESCNA_0228	-19.628253	-40.55202
ESCNA_0231	-19.445569	-40.590594
ESCNA_0234	-19.457873	-40.694911
ESCNA_0576	-19.45101	-40.84108
ESCNA_0585	-19.66667	-40.71577
ESCNA_0586	-19.32679	-40.79266
ESCNA_0587	-19.35504	-40.79574
ESCNA_0588	-19.34809	-40.75334
ESCNA_0611	-19.46771	-40.8142
ESCNA_0684	-19.37012	-40.78677
ESCCB_0069	-18.387619	-39.801194
ESCCB_0178	-18.538932	-39.796229
ESCCB_0170	-18.3934	-39.9143
ESCCB_0171	-18.3658	-39.7886
ESCCB_0324	-18.62592	-39.74663
ESECG_0123	-18.44558	-40.829235
ESECG_0234	-18.3773	-40.7159
ESECG_0462	-18.30933	-40.91915
ESECG_0469	-18.4044	-40.8891
ESGOLI0082	-19.266931	-40.504977
ESGOLI0083	-19.262718	-40.520858
ESGOLI0084	-19.109765	-40.394909
ESGOLI0085	-19.237495	-40.443028
ESGOLI0086	-19.203214	-40.499082
ESGOLI0087	-19.221832	-40.44782
ESGOLI0088	-19.198757	-40.436636
ESGOLI0090	-19.158521	-40.528129
ESGOLI0092	-19.14991	-40.403132
ESGOLI0121	-19.268521	-40.478531
ESGOLI0194	-19.268418	-40.478565
ESGOLI0196	-19.268521	-40.478531
ESJUE_0104	-18.905435	-40.088622
ESJUE_0378	-18.9845	-39.99694
ESLNS_0252	-19.434657	-40.324076
ESLNS_0254	-19.432723	-40.408382
ESLNS_0255	-19.508025	-40.356399
ESLNS_0256	-19.385112	-40.302781
ESLNS_0286	-19.408114	-40.305993
ESLNS_0287	-19.308922	-40.468013
ESLNS_0333	-19.304956	-40.214493
ESMNP_0203	-18.840565	-41.137855
ESMRW_0134	-19.3415	-40.5816
ESMRW_0178	-19.44213	-40.46943
ESMRW_0194	-19.47057	-40.51991
ESMRW_0205	-18.83821	-40.77645
ESMOA_0082	-18.141992	-40.24687
ESNVI_0139	-18.711605	-40.53635
ESNVI_0165	-18.805429	-40.42593
ESNVI_0177	-18.627856	-40.300422
ESNVI_0171	-18.600499	-40.36827
ESNVI_0428	-18.65722	-40.31732
ESNVI_0429	-18.87126	-40.5443
ESNVI_0430	-18.88435	-40.63064
ESNVI_0431	-18.78515	-40.72274
ESNVI_0432	-18.79442	-40.63835
ESNVI_0433	-18.61109	-40.46684
ESNVI_0434	-18.56515	-40.46336
ESNVI_0435	-18.54537	-40.52686
ESNVI_0448	-18.37932	-40.553
ESNVI_0488	-18.85143	-40.50615
ESNVI_0496	-18.5494	-40.45
ESPNC_0150	-19.104701	-40.723417
ESPNC_0152	-19.087276	-40.913379
ESPNC_0158	-19.060712	-40.894535
ESPNC_0160	-19.015561	-40.879
ESPNC_0162	-18.968637	-40.881758
ESPNC_0263	-19.20266	-40.89807
ESPNC_0264	-19.08055	-40.80591
ESPNC_0276	-19.05072	-40.81665
ESPNC_0266	-19.12112	-40.88064
ESPHR_0121	-18.387362	-40.346418
ESPHR_0144	-18.377209	-39.94834
ESRIL_0135	-19.13395	-40.31005
ESRIL_0168	-19.286813	-40.365301
ESRIL_0287	-19.12909	-40.25829
ESSADI0117	-19.121386	-40.564822
ESSADI0121	-19.08828	-40.50088
ESSADI0122	-19.081873	-40.469809
ESSADI0188	-19.146874	-40.627289
ESSADI0233	-19.14675	-40.62736
ESSADI0234	-19.10206	-40.5101
ESSLH_0098	-19.020463	-40.532818
ESSLH_0330	-19.014498	-40.473322
ESSLH_0334	-18.924709	-40.382072
ESSLH_0448	-19.03924	-40.61558
ESSLH_0449	-18.91038	-40.58416
ESSMT_0156	-18.748855	-40.010351
ESSMT_0158	-18.698871	-39.995997
ESSMT_0162	-18.609713	-40.082288
ESSMT_0167	-18.489443	-40.090697
ESSMT_0593	-18.830523	-40.19069
ESSMT_0597	-18.72543	-40.04576
ESSMT_0668	-18.66348	-40.23852
ESSMT_0670	-18.61506	-40.03618
ESSMT_0671	-18.50778	-40.01755
ESSORT0045	-19.087891	-40.142492
ESVPV_0145	-18.697191	-40.68974
ESVPV_0147	-18.649798	-40.553376
ESVPV_0149	-18.584985	-40.56457
ESVPV_0150	-18.53975	-40.558219
ESVPV_0151	-18.521116	-40.663735
ESVPV_0152	-18.52197	-40.610032
ESVPV_0374	-18.583526	-40.59822
ESVLVO0128	-19.013174	-40.319845
ESVLVO0133	-18.931615	-40.332608
ESVLVO0153	-18.903563	-40.230219
ESVLVO0219	-19.049759	-40.295234
ESVLVO0220	-18.970249	-40.308092
ESVLVO0225	-18.940457	-40.302884
ESIIU_0106	-19.862831	-40.389614
ESABK_0008	-18.1848	-40.83743
ESBXG_0008	-19.714298	-40.948243
ESBXG_0009	-19.776694	-41.013462
ESBDI_0021	-18.672389	-40.866757
ESBDI_0022	-18.5011	-40.88005
ESBDI_0023	-18.7544	-40.8931
ESCNA_0030	-19.595294	-40.61162
ESCNA_0031	-19.42381	-40.68768
ESCNA_0032	-19.3114	-40.77355
ESCNA_0033	-19.418787	-40.717059
ESCNA_0034	-19.49575	-40.78792
ESCNA_0035	-19.595294	-40.61162
ESCNA_0036	-19.415497	-40.842191
ESCNA_0037	-19.397223	-40.752684
ESCNA_0038	-19.370074	-40.739932
ESECG_0011	-18.234182	-40.788245
ESECG_0012	-18.165999	-41.042982
ESECG_0013	-18.216212	-40.857381
ESLNS_0043	-19.50206	-40.393612
ESLNS_0044	-19.425154	-39.828014
ESMRW_0011	-19.364849	-40.539795
ESMRW_0012	-19.430936	-40.519777
ESNVI_0027	-18.582814	-40.432806
ESNVI_0028	-18.598276	-40.336362
ESNVI_0029	-18.908448	-40.704429
ESNVI_0030	-18.834751	-40.436089
ESNVI_0031	-18.787166	-40.475406
ESNVI_0032	-18.81938	-40.565893
ESNVI_0033	-18.490191	-40.521441
ESPNC_0018	-19.229473	-40.780692
ESPNC_0019	-19.307255	-40.836997
ESPNC_0020	-18.947856	-40.909781
ESPNC_0021	-18.963442	-40.897422
ESPNC_0022	-19.163131	-40.87013
ESSADI0006	-19.08149	-40.4689
ESSADI0007	-19.157783	-40.694157
ESSLH_0006	-19.018714	-40.536898
ESSLH_0007	-19.005915	-40.54115
ESSMT_0045	-18.700935	-40.235189
ESSMT_0046	-18.70544	-40.152317
ESSORT0016	-19.394068	-39.884491
ESVPV_0010	-18.497088	-40.553383
ESVPV_0011	-18.61312	-40.606992
PEIIM_0002	-8.643889	-37.781889
SPIGA_0028	-23.535358	-47.965358
MSIGU_0001	-23.676722	-54.562972
CEIGE_0001	-3.700278	-39.587667
MGIBY_0005	-19.553056	-46.768361
MGIBY_0004	-19.595028	-46.302222
MGIBY_0003	-19.547	-46.708194
MGIBY_0001	-19.4945	-46.549889
MGIIG_0002	-19.4734	-42.56897
MGIJA_0004	-22.438694	-45.446472
MGIJA_0001	-22.41675	-45.458667
MGIMR_0001	-17.877417	-42.841333
MGIGY_0001	-19.901972	-49.359056
MGITM_0001	-19.726556	-50.191833
MAIGG_0001	-4.650136	-44.850028
MAITZ_0020	-5.506722	-47.489528
MAITZ_0011	-5.530972	-47.481611
MAITZ_0021	-5.552778	-47.455306
MAITZ_0010	-5.520472	-47.480417
MAITZ_0022	-5.511944	-47.473083
MAITZ_0015	-5.550278	-47.4725
MAITZ_0014	-5.516833	-47.46675
MAITZ_0002	-5.50825	-47.458694
MAITZ_0019	-5.537806	-47.483333
MAITZ_0017	-5.519	-47.466722
MAITZ_0029	-5.49925	-47.453583
BAIIO_0002	-13.438667	-41.511111
BAILH_0032	-14.586278	-39.08
PRIET_0001	-24.420667	-52.105917
PRIIL_0001	-25.137003	-54.302174
SPSOM_0001	-21.477361	-47.54825
RSIJH_0001	-29.56897	-50.794222
RSIJI_0003	-28.387204	-53.926964
RSIMT_0001	-29.358	-51.783028
PABLM_0192	-1.308472	-48.467611
PABLM_0152	-1.303083	-48.45725
PABLM_0147	-1.323889	-48.450278
PABLM_0186	-1.309472	-48.484472
PABLM_0177	-1.266403	-48.4725
PABLM_0187	-1.296139	-48.480139
PABLM_0178	-1.253639	-48.454722
SPIAK_0001	-21.859861	-50.695111
SPIKG_0001	-23.204944	-46.159611
SPIDU_0004	-23.089889	-47.195139
SPIDU_0008	-23.055578	-47.175294
SPIEO_0001	-23.347861	-47.6915
SPIJO_0001	-21.311725	-49.055472
SPIGA_0004	-23.689611	-48.108472
SPIGA_0006	-23.575083	-48.173806
SPIGA_0005	-23.535361	-47.965361
SPITG_0001	-23.104139	-48.613056
RNNTL_0030	-5.766389	-35.261111
RNITJY0002	-5.643194	-36.873556
SCIEA_0003	-27.134457	-48.597221
SCIPX_0001	-27.16923	-53.708427
PAIGM_0002	-1.97225	-48.965306
PEIMC_0004	-7.778611	-34.838056
PEIMC_0001	-7.710278	-34.84
PEIMC_0002	-7.745	-34.825
PEINJ_0001	-8.899167	-37.822778
PERCE_0067	-8.087778	-34.910556
